dcterms:identifier|dcterms:type|dcterms:hasPart|dcterms:title|rdfs:label|dcterms:description|dcterms:conformsTo|rdfs:range|crowds:derivedAnnoBodyFormat|crowds:derivedAnnoBodyLabelParts|crowds:derivedAnnoBodyPurpose|crowds:derivedAnnoBodyType|crowds:derivedAnnoCombine|crowds:derivedAnnoExternalize|crowds:derivedAnnoHumanReadable|crowds:derivedAnnoMotivatedBy|crowds:derivedAnnoSerialize|crowds:externalResourceModel|crowds:uiChoice|crowds:uiComponent|crowds:uiFormGroup|crowds:uiGroup|crowds:uiHidden|crowds:uiInputDefaultValue|crowds:uiInputOptions|crowds:uiInputType|crowds:uiMultiple|crowds:uiRequired|crowds:uiSelectorType|crowds:uiSelectorValue
20|madoc:element||R41_2a: Reason2|Reason for application (if not made by man or his employer)|Reason for application (if not made by man or his employer)|dbpedia:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,49.5,86.2,2
21|madoc:element||R41_2a: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:54.1090317331164,35.7948717948718,33.1163547599675,3.28205128205128
22|madoc:element||R41_2a: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:9.60130187144019,69.6923076923077,82.9943043124492,23.0769230769231
23|madoc:group|3;15|R41: pre-mid-1916|R.41 pre- mid-1916|Beige R41 form, before mid 1916|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
24|madoc:group|25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42|R. 41 : Page 1 [post mid 1916]|Page 1|First page of beige R41 form, post mid-1916.|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
25|madoc:element||R41_1b: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:dropdown|||madoc:boxdraw|#xywh=percent:36.9685767097967,11.1822947000582,29.5748613678373,2.62085032032615
26|madoc:element||R41_1b: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:85.7670979667283,6.23179965055329,12.9390018484288,2.85381479324403
27|madoc:element||R41_1b: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:38.8170055452865,22.7140361094933,60.0739371534196,3.4944670937682
28|madoc:element||R41_1b: AgeLastBirthday|Age at last birthday|Age of man (in respect of whom the application is being made)|foaf:age|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:38.8170055452865,26.7909143855562,16.6358595194085,2.95282469423413
29|madoc:element||R41_1b: DateOfBirthday|Date of birthday|Date of birthday|schema:birthDate|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:73.9371534195933,26.7909143855562,25.4158964879852,2.95282469423413
30|madoc:element||R41_1b: Married|Married or single|Married or single?|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:41.5896487985213,30.2853814793244,15.2495378927911,2.3296447291788
31|madoc:element||R41_1b: DateOfMarriage|Date of marriage|If married, date of marriage|schema:Date|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:80.8687615526802,30.2853814793244,18.4842883548983,2.3296447291788
32|madoc:element||R41_1b: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:41.5896487985213,32.6150262085032,64.6950092421442,2.9120559114735
33|madoc:element||R41_1b: ManAddressRegistration|Address at date of National Registration|Address of man at date of National Registration|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:61.1829944547135,36.1094933022714,45.1016635859519,3.84391380314502
34|madoc:element||R41_1b: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:11.090573012939,43.1566686080373,94.2698706099815,6.23179965055329
35|madoc:element||R41_1b: Location|Precise location|Precise location of employment before 15 August 1915|schema:location|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employment|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:11.090573012939,49.7961560861969,94.2698706099815,3.20326150262085
36|madoc:element||R41_1b: EmploymentDuration|How long employed in the same or similar oocupation before August 1915|How long employed in the same or similar oocupation before August 1915|schema:Duration|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employment|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:82.6247689463956,52.6499708794409,22.550831792976,2.73733255678509
37|madoc:element||R41_1b: EmployerNameAddress|Name and address of last employer when so employed before that date|Name and address of last employer when so employed before that date|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employment|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:22.8280961182994,57.8916715200932,82.9944547134935,2.38788584740827
38|madoc:element||R41_1b: EmployerName|Name of present employer, if any|Name of employer|schema:legalName|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||present employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:56.2846580406654,59.5224228305184,49.0757855822551,2.85381479324403
39|madoc:element||R41_1b: EmployerAddress|Employer Address|Address of employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||present employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:40.3881700554529,62.7839254513687,65.1571164510166,2.7140361094933
40|madoc:element||R41_1b: Business|Business|Type of business of employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||present employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:34.2883548983364,66.1036691904485,71.5341959334566,4.6592894583576
41|madoc:element||R41_1b: Grounds|Grounds|Grounds on which application is made|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:19.3160813308688,75.2475247524752,86.5988909426987,2.44612696563774
42|madoc:element||R41_1b: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:7.11645101663586,85.1485148514852,94.2698706099815,10.774606872452
43|madoc:group|44;161; 45;46;47;48;49;50|R. 41 : Page 2 [post mid 1916]|Page 2|Second page of beige R41 form, post mid-1916.|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
44|madoc:element||R41_2b: Reason|Reason for application|Reason for application|dbpedia:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reason|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:9.60130187144019,12.0512820512821,82.9943043124492,19.4871794871795
161|madoc:element||R41_2b: PreviousApplication|Whether any previous application has been made|Whether any previous application has been made|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||previous application|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:11.6354759967453,34.7692307692308,80.3091944670464,4.97435897435897
45|madoc:element||R41_2b: ApplicantSignature|Signature|Signature of the Person making the application|dbpedia:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:57.6891781936534,39.025641025641,35.720097640358,3.17948717948718
46|madoc:element||R41_2b: ApplicantAddress|Address of Applicant|Address of the person making the application|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:46.8673718470301,43.0769230769231,47.0301057770545,3.69230769230769
47|madoc:element||R41_2b: ApplicantOccupation|Applicant Occupation|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:9.6826688364524,50.0512820512821,84.2961757526444,1.79487179487179
48|madoc:element||R41_2b: Reason2|Reason for application (if not made by man or his employer)|Reason for application (if not made by man or his employer)|dbpedia:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:9.6826688364524,55.1794871794872,84.2961757526444,1.79487179487179
49|madoc:element||R41_2b: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:50.6102522375915,56.3076923076923,43.3685923515053,2.66666666666667
50|madoc:element||R41_2b: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:9.92676973148902,70.2564102564103,83.4011391375102,20.5128205128205
51|madoc:group|24;43|R41: post -mid-1916|R.41 post- mid-1916|Beige R41 form, after mid 1916|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
52|madoc:group|23;51|R41: Beige form|R. 41: Application as to exemption|R.41 Application as to exemption|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
53|madoc:group|54;55;56;57;58;59;6;61;62;63;64;65|R. 43/44 : Page 1|Page 1|First page of pink form (R43 / R44)|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
54|madoc:element||R43_1: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:dropdown|||madoc:boxdraw|#xywh=percent:65.4,7.9,23.7,4.1
55|madoc:element||R43_1: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:78.5,12.0,10.6,2.6
56|madoc:element||R43_1: NameofMan|Name|Name of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
57|madoc:element||R43_1: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
58|madoc:element||R43_1: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,39.5,86.2,5.7
59|madoc:element||R43_1: Attested|Attested|Whether he is attested or not attested|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,39.5,86.2,5.7
60|madoc:element||R43_1: Grounds|Grounds|Grounds for application|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:19.5,57.5,64.8,2.3
61|madoc:element||R43_1: ApplicantSignature|Signature of appellant|Signature of the Person making the application|dbpedia:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,33.2,32,3.38103756708408
62|madoc:element||R43_1: ApplicantAddress|Address of appellant|Address of the person making the application|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,37.2,32,3.38103756708408
63|madoc:element||R43_1: ApplicantOccupation|Occuption, profession or business|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10.2,44,86.2,2.2
64|madoc:element||R43_1: ApplicantReason|Why appellant acts for the man|If appellant is not the military representative, why appelant acts for the man|dbpedia:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10.2,44,86.2,2.2
65|madoc:element||R43_1: DateOfApplication|Date|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
66|madoc:group|67;68|R. 43/44 : Page 2|Page 2|Second page of pink form (R43 / R44)|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
67|madoc:element||R43_2: TribunalReason|Reasons for the decision of the Local Tribunal|Reasons for the decision of the Local Tribunal|dbpedia:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||reason|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,49.5,86.2,2
68|madoc:element||R43_2: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,70,80,24
69|madoc:group|53;66|R43/44: Pink form|R. 43 / R. 44 Pink form|R43 / R44 pink form|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
70|madoc:group|71;72;73;74;75;75;77;78;79;80;81;82;83;84|R. 52/53 : Page 1 [pre mid 1916]|Page 1|First page of blue R52/53 form, pre mid-1916.|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
71|madoc:element||R52_1a: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:dropdown|||madoc:boxdraw|#xywh=percent:65.4,7.9,23.7,4.1
72|madoc:element||R52_1a: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:78.5,12.0,10.6,2.6
73|madoc:element||R52_1a: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
74|madoc:element||R52_1a: Age|Age|Age of man (in respect of whom the application is being made)|foaf:age|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,31,40,2.7
75|madoc:element||R52_1a: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
76|madoc:element||R52_1a: WhereAttested|Where attested|Location where man attested|schema:place|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
77|madoc:element||R52_1a: NoGroup|No. of group|Number of group|schema:organisation|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
78|madoc:element||R52_1a: NoGroupCard|No. on group card|Number on group card|schema:identifier|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
79|madoc:element||R52_1a: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,39.5,86.2,5.7
80|madoc:element||R52_1a: EmployerName|Name of employer|Name of employer|schema:legalName|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,45.45,40,2.6
81|madoc:element||R52_1a: EmployerAddress|Employer Address|Address of employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
82|madoc:element||R52_1a: Business|Business|Type of business of employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,51,40,3
83|madoc:element||R52_1a: Grounds|Grounds|Grounds for application|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:19.5,57.5,64.8,2.3
84|madoc:element||R52_1a: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:18.6,66.5,69,7
85|madoc:group|86;87;88;89;90;91;92|R. 52/53 : Page 2 [pre mid 1916]|Page 2|Second page of blue R52/53 form, pre mid-1916.|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
86|madoc:element||R52_2a: Reason|Reasons in support of the application|Reason for application|dbpedia:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reasons|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,14,80,19
87|madoc:element||R52_2a: ApplicantSignature|Signature|Signature of the Person by whom application made|dbpedia:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,33.2,32,3.38103756708408
88|madoc:element||R52_2a: ApplicantAddress|Address of Applicant|Address of the Person by whom application made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,37.2,32,3.38103756708408
89|madoc:element||R52_2a: ApplicantOccupation|Occupation, profession or business|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10.2,44,86.2,2.2
90|madoc:element||R52_2a: Reason2|Reason for application (if not made by man or his employer or military representative)|Reason for application (if not made by man or his employer or military representative)|dbpedia:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,49.5,86.2,2
91|madoc:element||R52_2a: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
92|madoc:element||R52_2a: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,70,80,24
93|madoc:group|70;85|R52: pre-mid-1916|R.52/53 pre- mid-1916|Blue R52/53 form, before mid 1916|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
94|madoc:group|95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;|R. 52/53 : Page 1 [post mid 1916]|Page 1|First page of blue R52/53 form, post mid-1916.|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
95|madoc:element||R52_1b: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:dropdown|||madoc:boxdraw|#xywh=percent:65.4,7.9,23.7,4.1
96|madoc:element||R52_1b: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:78.5,12.0,10.6,2.6
97|madoc:element||R52_1b: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
98|madoc:element||R52_1b: AgeLastBirthday|Age|Age of man (in respect of whom the application is being made)|foaf:age|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,31,40,2.7
99|madoc:element||R52_1b: DateOfBirthday|Date of birthday|Date of birthday|schema:birthDate|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
