dcterms:identifier|dcterms:type|dcterms:hasPart|dcterms:title|rdfs:label|dcterms:description|dcterms:conformsTo|rdfs:range|crowds:derivedAnnoBodyFormat|crowds:derivedAnnoBodyLabelParts|crowds:derivedAnnoBodyPurpose|crowds:derivedAnnoBodyType|crowds:derivedAnnoCombine|crowds:derivedAnnoExternalize|crowds:derivedAnnoHumanReadable|crowds:derivedAnnoMotivatedBy|crowds:derivedAnnoSerialize|crowds:externalResourceModel|crowds:uiChoice|crowds:uiComponent|crowds:uiFormGroup|crowds:uiGroup|crowds:uiHidden|crowds:uiInputDefaultValue|crowds:uiInputOptions|crowds:uiInputType|crowds:uiMultiple|crowds:uiRequired|crowds:uiSelectorType|crowds:uiSelectorValue
355|madoc:element||location|Location of Tribe||schema:location||text/plain||oa:tagging|||||||||||||||madoc:mappicker||||
356|madoc:element||additionalType|Additional Type||schema:additionalType||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
357|madoc:element||relatedLink|Related link||schema:relatedLink||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
358|madoc:element||label|label||rdfs:label||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
359|madoc:element||mainEntityOfPage|Topic Page URI||schema:mainEntityOfPage||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
360|madoc:element||Title|Title of Place||dcterms:title||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
361|madoc:element||Description|Description of Place||dcterms:description||text/plain||oa:tagging|||||||||||||||madox:textarea||||
362|madoc:element||address|Place Address||schema:address||text/plain||oa:tagging|||||||||||||||madoc:textarea||||
363|madoc:element||addressCountry|Country (of Place)||schema:addressCountry||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
364|madoc:element||addressRegion|Region (of Place)||schema:addressRegion||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
365|madoc:element||addressLocality|Locality (of Place)||schema:addressLocality||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
366|madoc:element||location|Location (of Place)||schema:location||text/plain||oa:tagging|||||||||||||||madoc:mappicker||||
367|madoc:element||Name|Primary name (of Place)||schema:name||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
368|madoc:element||alternateName|Alternate Name (of Place)||schema:alternateName||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
369|madoc:element||colloquial name|Colloquial Name (of Place)||gn:colloquialName||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
370|madoc:element||latitude|Latitude||schema:latitude||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
371|madoc:element||longitude|Longitude||schema:longitude||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
372|madoc:element||feature class|Goenames Feature Class||gn:featureClass||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
373|madoc:element||feature code|Geonames Feature Code||gn:featureCode||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
374|madoc:element||geonamesName|Geonames Name||gn:name||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
375|madoc:element||geonames identifier|Geonames Identifier||gn:geonamesID||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
376|madoc:element||map|Geonames Map||gn:locationMap||text/plain||oa:tagging|||||||||||||||madoc:textbox||||
