dcterms:identifier|dcterms:type|dcterms:hasPart|dcterms:title|rdfs:label|dcterms:description|dcterms:conformsTo|rdfs:range|crowds:derivedAnnoBodyFormat|crowds:derivedAnnoBodyLabelParts|crowds:derivedAnnoBodyPurpose|crowds:derivedAnnoBodyType|crowds:derivedAnnoCombine|crowds:derivedAnnoExternalize|crowds:derivedAnnoHumanReadable|crowds:derivedAnnoMotivatedBy|crowds:derivedAnnoSerialize|crowds:externalResourceModel|crowds:uiChoice|crowds:uiComponent|crowds:uiFormGroup|crowds:uiGroup|crowds:uiHidden|crowds:uiInputDefaultValue|crowds:uiInputOptions|crowds:uiInputType|crowds:uiMultiple|crowds:uiRequired|crowds:uiSelectorType|crowds:uiSelectorValue
112|madoc:element||Test12_R52_1b: EmployerAddress|Address of employer, if employed person|Address of employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
113|madoc:element||Test12_R52_1b: Business|Business|Type of business of employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
114|madoc:element||Test12_R52_1b: Grounds|Grounds|Grounds on which application is made|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds||False|||madoc:textbox|||WholeCanvasSelector|
115|madoc:element||Test12_R52_1b: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application||False|||madoc:textbox|||WholeCanvasSelector|
116|madoc:group|117;118;119;120;121;122;123;124|Page 2, R. 52/53 (post mid 1916)|Page 2|Second page of blue R52/53 form, post mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
117|madoc:element||Test12_R52_2b: Reason|Reason for application|Reason for application|dbr:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reasons||False|||madoc:textarea|||WholeCanvasSelector|
118|madoc:element||Test12_R52_2b: Previous|Whether any previous application has been made|Whether any previous application has been made|schema:Boolean|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||previous application||False|||madoc:textarea|||WholeCanvasSelector|
119|madoc:element||Test12_R52_2b: ApplicantSignature|Signature|Signature of the Person making the application|dbr:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
12|madoc:element||Test12_R41_1a: Business|Business|Type of business of employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
120|madoc:element||Test12_R52_2b: ApplicantAddress|Address of Applicant|Address of the person making the application|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
121|madoc:element||Test12_R52_2b: ApplicantOccupation|Applicant Occupation|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textarea|||WholeCanvasSelector|
122|madoc:element||Test12_R52_2b: Reason2|Reason for application (if not made by man or his employer or military representative)|Reason for application (if not made by man or his employer or military representative)|dbr:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
123|madoc:element||Test12_R52_2b: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:datepicker|||WholeCanvasSelector|
124|madoc:element||Test12_R52_2b: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision||False|||madoc:textarea|||WholeCanvasSelector|
125|madoc:group|94;116|R. 52 / 53, later version (post mid-1916)|R. 52 / 53, later version (post mid-1916)|R. 52 / 53, later version (post mid-1916)|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
126|madoc:group|93;125|Blue form|R. 52 / 53: Form for Voluntarily Attested Men|R. 52 / 53: Form for Voluntarily Attested Men|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
127|madoc:group|128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151|Page 1, R. 186.|Page 1|First page of beige R. 186 form|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
128|madoc:element||Test12_R186_1: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False||[u'Aberaeron Borough/Urban District', u'Aberaeron Rural District', u'Aberystwyth Borough/Urban District', u'Aberystwyth Rural District', u'Cardigan Borough/Urban District', u'Cardigan Rural District', u'Lampeter Borough/Urban District', u'Lampeter Rural District', u'Llandysul Rural District', u'New Quay District', u'Tregaron District', u'County', u'Unknown', u'Other']|madoc:dropdown|||WholeCanvasSelector|
129|madoc:element||Test12_R186_1: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False|||madoc:textbox|||WholeCanvasSelector|
13|madoc:element||Test12_R41_1a: Grounds|Grounds|Grounds for application|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds||False|||madoc:textbox|||WholeCanvasSelector|
130|madoc:element||Test12_R186_1: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
131|madoc:element||Test12_R186_1: AgeLastBirthday|Years of age last birthday|Age of man (in respect of whom the application is being made)|foaf:age|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
132|madoc:element||Test12_R186_1: DateOfBirthday|Date and year of birth|Date of birthday|schema:birthDate|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:datepicker|||WholeCanvasSelector|
133|madoc:element||Test12_R186_1: MedCategory|Medical grade or category|Medical grade or category|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
134|madoc:element||Test12_R186_1: DateOfExamination|Date of last examination|Date of last examination|schema:Date|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:datepicker|||WholeCanvasSelector|
135|madoc:element||Test12_R186_1: Married|Married or single|Married or single?|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
136|madoc:element||Test12_R186_1: DateOfMarriage|Date of marriage|If married, date of marriage|schema:Date|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:datepicker|||WholeCanvasSelector|
137|madoc:element||Test12_R186_1: RegionalNo|Regional Number, if known|Regional Number, if known|schema:identifier|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
138|madoc:element||Test12_R186_1: Attested|If voluntarily attested, state so|If voluntarily attested, state so|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
139|madoc:element||Test12_R186_1: ManAddress|Present address|Present address|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
14|madoc:element||Test12_R41_1a: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application||False|||madoc:textbox|||WholeCanvasSelector|
140|madoc:element||Test12_R186_1: ManAddressRegistration|Address on national Registration Certificate|Address on national Registration Certificate|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
141|madoc:element||Test12_R186_1: Occupation|Occupation, profession or business|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
142|madoc:element||Test12_R186_1: EmployerAddress|Address of place of employment|Address of place of employment|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
143|madoc:element||Test12_R186_1: PreciseOccupation|The precise occupation|The precise occupation whether engaged in same or similar occupation before August 1915|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
144|madoc:element||Test12_R186_1: EmploymentDuration|How long employed in the same or similar oocupation before August 1915|How long employed in the same or similar occupation before August 1915|schema:Duration|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
145|madoc:element||Test12_R186_1: EmployerNameAddress|Name and address of last employer when so employed before that date|Name and address of last employer when so employed before that date|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
146|madoc:element||Test12_R186_1: EmployerName|Name of present employer|Name of present employer|schema:legalName|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
147|madoc:element||Test12_R186_1: EmployerAddress|Address|Address of present employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
148|madoc:element||Test12_R186_1: Business|Business|Type of business of present employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
149|madoc:element||Test12_R186_1: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application||False|||madoc:textbox|||WholeCanvasSelector|
15|madoc:group|16;17;18;19;20;21;22|Page 2, R. 41  (pre mid 1916)|Page 2|Second page of beige R41 form, pre mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
150|madoc:element||Test12_R186_1: Grounds|Grounds|Grounds on which application is made|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds||False|||madoc:textbox|||WholeCanvasSelector|
151|madoc:element||Test12_R186_1: Reasons|Reasons in support of the application|Reasons in support of the application|dbr:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reasons||False|||madoc:textarea|||WholeCanvasSelector|
152|madoc:group|153;154;155;156;157;158;159|Page 2, R. 186.|Page 2|Second page of beige R. 186 form|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
153|madoc:element||Test12_R186_2: PreviousApplications|Previous applications?|Previous applications?|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||previous application||False|||madoc:textbox|||WholeCanvasSelector|
154|madoc:element||Test12_R186_2: Changes|If the application is for renewal, any change in conditions?|If the application is for renewal, any change in conditions?|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||previous application||False|||madoc:textbox|||WholeCanvasSelector|
155|madoc:element||Test12_R186_2: ApplicantSignature|Signature of the applicant if other than the man himself|Signature of the applicant if other than the man himself|dbr:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
156|madoc:element||Test12_R186_2: ApplicantAddress|Address |Address of the applicant if other than the man himself |schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
157|madoc:element||Test12_R186_2: Signature|Signature of man|Signature of man|dbr:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
158|madoc:element||Test12_R186_2: DateOfApplicationDate|Date|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:datepicker|||WholeCanvasSelector|
159|madoc:element||Test12_R186_2: Decision|Decision of Tribunal|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision||False|||madoc:textarea|||WholeCanvasSelector|
16|madoc:element||Test12_R41_2a: Reason|Reason for application|Reason for application|dbr:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reason||False|||madoc:textarea|||WholeCanvasSelector|
160|madoc:group|127;152|Beige form|R.186 – Application as to Exemption from Military Service|R.186 – Application as to Exemption from Military Service|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
161|madoc:element||Test12_R41_2b: PreviousApplication|Whether any previous application has been made|Whether any previous application has been made|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||previous application||False|||madoc:textarea|||WholeCanvasSelector|
17|madoc:element||Test12_R41_2a: ApplicantSignature|Signature|Signature of the Person making the application|dbr:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
18|madoc:element||Test12_R41_2a: ApplicantAddress|Address of Applicant|Address of the person making the application|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
19|madoc:element||Test12_R41_2a: ApplicantOccupation|Applicant Occupation|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textarea|||WholeCanvasSelector|
2|madoc:group|52;69;126;160|Test12_WW1 Top Level|Top level choice|Top level choice|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
20|madoc:element||Test12_R41_2a: Reason2|Reason for application (if not made by man or his employer)|Reason for application (if not made by man or his employer)|dbr:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
21|madoc:element||Test12_R41_2a: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:datepicker|||WholeCanvasSelector|
22|madoc:element||Test12_R41_2a: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision||False|||madoc:textarea|||WholeCanvasSelector|
23|madoc:group|3;15|R41: earlier version, pre-mid-1916|R.41 pre- mid-1916|Beige R41 form, before mid 1916|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
24|madoc:group|25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42|Page 1, R. 41  (post mid 1916)|Page 1|First page of beige R41 form, post mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
25|madoc:element||Test12_R41_1b: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False||[u'Aberaeron Borough/Urban District', u'Aberaeron Rural District', u'Aberystwyth Borough/Urban District', u'Aberystwyth Rural District', u'Cardigan Borough/Urban District', u'Cardigan Rural District', u'Lampeter Borough/Urban District', u'Lampeter Rural District', u'Llandysul Rural District', u'New Quay District', u'Tregaron District', u'County', u'Unknown', u'Other']|madoc:dropdown|||WholeCanvasSelector|
26|madoc:element||Test12_R41_1b: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False|||madoc:textbox|||WholeCanvasSelector|
27|madoc:element||Test12_R41_1b: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
28|madoc:element||Test12_R41_1b: AgeLastBirthday|Age at last birthday|Age of man (in respect of whom the application is being made)|foaf:age|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
29|madoc:element||Test12_R41_1b: DateOfBirthday|Date of birthday|Date of birthday|schema:birthDate|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:datepicker|||WholeCanvasSelector|
3|madoc:group|4;5;6;7;8;9;10;11;12;13;14|Page 1, R.41 (pre mid 1916)|Page 1 of R.41 (pre mid 1916)|First page of beige R41 form, pre mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
30|madoc:element||Test12_R41_1b: Married|Married or single|Married or single?|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
31|madoc:element||Test12_R41_1b: DateOfMarriage|Date of marriage|If married, date of marriage|schema:Date|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:datepicker|||WholeCanvasSelector|
32|madoc:element||Test12_R41_1b: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
33|madoc:element||Test12_R41_1b: ManAddressRegistration|Address at date of National Registration|Address of man at date of National Registration|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
34|madoc:element||Test12_R41_1b: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
35|madoc:element||Test12_R41_1b: Location|Precise location|Precise location of employment before 15 August 1915|schema:location|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employment||False|||madoc:textbox|||WholeCanvasSelector|
36|madoc:element||Test12_R41_1b: EmploymentDuration|How long employed in the same or similar oocupation before August 1915|How long employed in the same or similar oocupation before August 1915|schema:Duration|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employment||False|||madoc:textbox|||WholeCanvasSelector|
37|madoc:element||Test12_R41_1b: EmployerNameAddress|Name and address of last employer when so employed before that date|Name and address of last employer when so employed before that date|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employment||False|||madoc:textbox|||WholeCanvasSelector|
38|madoc:element||Test12_R41_1b: EmployerName|Name of present employer, if any|Name of employer|schema:legalName|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||present employer||False|||madoc:textbox|||WholeCanvasSelector|
39|madoc:element||Test12_R41_1b: EmployerAddress|Employer Address|Address of employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||present employer||False|||madoc:textbox|||WholeCanvasSelector|
4|madoc:element||Test12_R41_1a: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False||[u'Aberaeron Borough/Urban District', u'Aberaeron Rural District', u'Aberystwyth Borough/Urban District', u'Aberystwyth Rural District', u'Cardigan Borough/Urban District', u'Cardigan Rural District', u'Lampeter Borough/Urban District', u'Lampeter Rural District', u'Llandysul Rural District', u'New Quay District', u'Tregaron District', u'County', u'Unknown', u'Other']|madoc:dropdown|||WholeCanvasSelector|
40|madoc:element||Test12_R41_1b: Business|Business|Type of business of employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||present employer||False|||madoc:textbox|||WholeCanvasSelector|
41|madoc:element||Test12_R41_1b: Grounds|Grounds|Grounds on which application is made|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds||False|||madoc:textbox|||WholeCanvasSelector|
42|madoc:element||Test12_R41_1b: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application||False|||madoc:textbox|||WholeCanvasSelector|
43|madoc:group|44;161;46;47;48;49;50|Page 2, R.41  (post mid 1916)|Page 2|Second page of beige R41 form, post mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
44|madoc:element||Test12_R41_2b: Reason|Reason for application|Reason for application|dbr:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reason||False|||madoc:textarea|||WholeCanvasSelector|
46|madoc:element||Test12_R41_2b: ApplicantAddress|Address of Applicant|Address of the person making the application|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
47|madoc:element||Test12_R41_2b: ApplicantOccupation|Applicant Occupation|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textarea|||WholeCanvasSelector|
48|madoc:element||Test12_R41_2b: Reason2|Reason for application (if not made by man or his employer)|Reason for application (if not made by man or his employer)|dbr:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
49|madoc:element||Test12_R41_2b: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:datepicker|||WholeCanvasSelector|
5|madoc:element||Test12_R41_1a: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False|||madoc:textbox|||WholeCanvasSelector|
50|madoc:element||Test12_R41_2b: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision||False|||madoc:textarea|||WholeCanvasSelector|
51|madoc:group|24;43|R41: later version, post -mid-1916|R.41 post- mid-1916|Beige R41 form, after mid 1916|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
52|madoc:group|23;51|Beige form|R. 41: Application as to exemption|R.41: Application as to exemption|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
53|madoc:group|6;54;55;56;57;58;59;61;62;63;64;65|Page 1 (R. 43/44)|First page of pink form (R43 / R44)|First page of pink form (R43 / R44)|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
54|madoc:element||Test12_R43_1: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False|||madoc:dropdown|||WholeCanvasSelector|
55|madoc:element||Test12_R43_1: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False|||madoc:textbox|||WholeCanvasSelector|
